<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
01.09.2020,18:38:00,109207,115208,107950,111992,68
01.09.2020,18:39:00,109069,115285,108373,110296,22
01.09.2020,18:40:00,108509,115040,108353,112576,1
01.09.2020,18:41:00,112311,115055,108041,109120,20
01.09.2020,18:42:00,113516,115291,107923,113398,88
01.09.2020,18:43:00,110729,115298,107984,115121,18
01.09.2020,18:44:00,111582,115273,107969,111407,77
01.09.2020,18:45:00,110474,115239,108004,108056,53
01.09.2020,18:46:00,112396,114801,107975,112239,66
01.09.2020,18:47:00,114009,114972,107920,107920,92
01.09.2020,18:48:00,114776,115256,107932,108102,1
01.09.2020,18:49:00,109754,115240,108282,112244,85
01.09.2020,18:50:00,112244,115087,107928,114205,3
01.09.2020,18:51:00,113692,115233,107992,111360,32
01.09.2020,18:53:00,108306,115252,108049,111158,94
01.09.2020,18:54:00,114271,115068,108008,114434,79
01.09.2020,18:55:00,113231,115244,108348,112699,13
01.09.2020,18:56:00,109301,115163,108035,111893,76
01.09.2020,18:57:00,108287,115233,108090,110064,4
01.09.2020,18:58:00,109562,115279,107971,115088,18
01.09.2020,18:59:00,115202,115202,108056,114455,28
01.09.2020,19:00:00,115227,115227,108282,113744,52
01.09.2020,19:01:00,109867,115298,108139,112212,57
01.09.2020,19:02:00,108673,115117,107981,108426,56
01.09.2020,19:03:00,111731,115078,108005,111343,59
01.09.2020,19:04:00,109728,115272,107997,109585,40
01.09.2020,19:05:00,109104,115266,107978,115049,5
01.09.2020,19:06:00,110334,115118,108034,110107,42
01.09.2020,19:08:00,112579,115184,107907,108205,8
01.09.2020,19:09:00,111166,115191,107979,108703,57
01.09.2020,19:10:00,110935,115295,108028,112641,56
01.09.2020,19:11:00,114962,115148,108181,109997,26
01.09.2020,19:12:00,111461,115278,107969,112926,84
01.09.2020,19:13:00,111416,115277,108113,115277,92
01.09.2020,19:14:00,109307,115183,107904,113644,30
01.09.2020,19:15:00,111493,115138,107976,114123,31
01.09.2020,19:16:00,110508,115272,107946,107977,5
01.09.2020,19:17:00,109545,115077,108082,113013,28
01.09.2020,19:18:00,114449,115294,108001,112551,95
01.09.2020,19:19:00,111476,115070,107944,109560,2
01.09.2020,19:20:00,108467,114857,108068,111198,84
01.09.2020,19:21:00,109635,115040,107952,114715,66
01.09.2020,19:22:00,114794,115280,107932,109380,16
01.09.2020,19:23:00,112042,115214,108036,111168,64
01.09.2020,19:24:00,110508,114935,108090,111949,48
01.09.2020,19:25:00,113150,115201,107921,109720,79
01.09.2020,19:26:00,111045,115238,108015,110086,66
01.09.2020,19:27:00,113379,115219,108277,114002,1
01.09.2020,19:28:00,112398,115269,107951,113643,83
01.09.2020,19:29:00,108196,115260,108040,113105,15
01.09.2020,19:30:00,108204,115272,108143,109633,42
01.09.2020,19:31:00,115036,115271,107911,112856,46
01.09.2020,19:32:00,111166,115018,107989,108047,88
01.09.2020,19:33:00,112938,115201,108074,109442,11
01.09.2020,19:34:00,114513,115157,108315,109689,51
01.09.2020,19:35:00,108603,115249,108020,114563,77
01.09.2020,19:36:00,111334,115249,108013,108297,14
01.09.2020,19:37:00,110895,115125,108120,109197,84
01.09.2020,19:38:00,115188,115188,108178,112456,3
01.09.2020,19:39:00,109923,115002,108192,111814,81
01.09.2020,19:40:00,111430,114716,108004,112998,15
01.09.2020,19:42:00,114944,115053,107987,108841,98
01.09.2020,19:43:00,113632,115152,107993,110561,83
01.09.2020,19:44:00,109984,115183,108011,108011,14
01.09.2020,19:45:00,114912,115291,107991,109457,7
01.09.2020,19:46:00,114018,115214,108031,108161,88
01.09.2020,19:47:00,114092,115223,108016,111129,77
01.09.2020,19:48:00,109892,115147,107984,107984,61
01.09.2020,19:49:00,108592,115253,107950,114430,16
01.09.2020,19:50:00,110596,115220,108211,114081,81
01.09.2020,19:51:00,109584,115195,108067,112526,45
01.09.2020,19:52:00,109154,115121,107951,112023,68
01.09.2020,19:53:00,113978,115124,108024,110448,61
01.09.2020,19:54:00,109871,115254,107916,108012,58
01.09.2020,19:55:00,112202,115086,108031,109928,80
01.09.2020,19:56:00,114264,115056,108055,113849,9
01.09.2020,19:57:00,110248,115244,108081,115184,39
01.09.2020,19:58:00,112188,115158,108117,109344,52
01.09.2020,19:59:00,113133,115001,107982,113368,92
01.09.2020,20:00:00,114210,114704,108050,108702,4
02.09.2020,10:00:00,112744,115214,108016,112372,35
02.09.2020,10:01:00,111451,115273,107943,115184,58
02.09.2020,10:02:00,113234,115164,108002,108017,51
02.09.2020,10:03:00,111962,115279,107908,112197,39
02.09.2020,10:04:00,110273,114921,107996,112394,52
02.09.2020,10:05:00,112200,115268,108150,110073,52
02.09.2020,10:06:00,111952,114817,107935,111757,27
02.09.2020,10:07:00,108665,115207,107903,110938,63
02.09.2020,10:08:00,110381,115087,108057,110252,66
02.09.2020,10:09:00,112200,115277,107994,114971,3
02.09.2020,10:10:00,114537,115148,107930,113625,90
02.09.2020,10:11:00,107915,115201,107915,113969,39
02.09.2020,10:12:00,110155,115246,107972,109990,84
02.09.2020,10:13:00,113406,115266,107952,112352,53
02.09.2020,10:14:00,112110,115268,108002,114510,8
02.09.2020,10:15:00,109741,115257,108221,110565,96
02.09.2020,10:16:00,114231,115223,107963,114168,56
02.09.2020,10:17:00,114650,115237,108278,110706,78
02.09.2020,10:18:00,108385,115116,107930,113794,32
02.09.2020,10:19:00,108503,115150,107928,110845,84
02.09.2020,10:20:00,115015,115101,107915,108291,93
02.09.2020,10:21:00,108381,115203,107944,110070,66
02.09.2020,10:22:00,109604,115277,108036,110186,72
02.09.2020,10:23:00,113711,115276,108095,113572,82
02.09.2020,10:24:00,109665,115172,108023,110269,12
02.09.2020,10:25:00,115251,115251,107943,114068,26
02.09.2020,10:26:00,110354,115285,108234,109545,26
02.09.2020,10:27:00,112019,115216,108111,108509,17
02.09.2020,10:28:00,114870,115286,108071,112486,57
02.09.2020,10:29:00,109581,115200,108025,114229,80
02.09.2020,10:30:00,114304,115271,108038,113655,78
02.09.2020,10:31:00,113736,115178,107903,114994,57
02.09.2020,10:32:00,108654,115246,107937,110889,45
02.09.2020,10:33:00,111370,115104,107945,108083,84
02.09.2020,10:34:00,115264,115264,108203,113234,1
02.09.2020,10:35:00,109559,115187,108093,108978,13
02.09.2020,10:36:00,113961,115288,108418,115288,85
02.09.2020,10:37:00,110428,115090,108115,111916,78
02.09.2020,10:38:00,114193,115272,108094,112711,17
02.09.2020,10:39:00,108742,115130,108060,110211,64
02.09.2020,10:40:00,112293,115259,107957,113728,56
02.09.2020,10:41:00,109619,115265,107985,108901,14
02.09.2020,10:42:00,114434,115161,107912,107912,40
02.09.2020,10:43:00,110230,115230,107983,108989,81
02.09.2020,10:44:00,113894,115079,107958,109091,68
02.09.2020,10:45:00,112179,115262,107916,111829,9
02.09.2020,10:46:00,110247,115133,108253,112533,85
02.09.2020,10:47:00,113348,114939,107996,110320,70
02.09.2020,10:48:00,114408,115283,108028,112488,34
02.09.2020,10:49:00,111393,115144,108007,108549,37
02.09.2020,10:50:00,109500,115035,107902,108293,76
02.09.2020,10:51:00,112717,115113,108389,111362,95
02.09.2020,10:52:00,109986,115228,107929,110400,63
02.09.2020,10:53:00,108960,115128,107954,113073,68
02.09.2020,10:54:00,112206,115204,107904,109031,27
02.09.2020,10:55:00,111602,115230,107918,110951,85
02.09.2020,10:56:00,111465,115284,107991,109498,92
02.09.2020,10:57:00,114103,115299,107958,111573,66
02.09.2020,10:58:00,113595,115265,108287,110399,46
02.09.2020,10:59:00,114807,115081,107945,112013,62
02.09.2020,11:00:00,113145,115285,108058,113747,15
02.09.2020,11:01:00,115010,115154,107939,109377,19
02.09.2020,11:02:00,113416,115166,108032,110836,90
02.09.2020,11:03:00,109992,114987,107917,108783,71
02.09.2020,11:04:00,108973,115186,107910,109280,7
02.09.2020,11:05:00,111865,115201,107956,115050,95
02.09.2020,11:06:00,114293,115222,108122,109595,4
02.09.2020,11:07:00,109883,115226,108116,109202,79
02.09.2020,11:08:00,110060,115252,107919,111951,95
02.09.2020,11:09:00,111316,115280,107978,108040,32
02.09.2020,11:10:00,109601,115260,108008,115260,59
02.09.2020,11:11:00,111027,115102,107938,108693,61
02.09.2020,11:12:00,108482,115074,108313,114536,16
02.09.2020,11:13:00,111730,115072,107962,110193,44
02.09.2020,11:14:00,108806,115208,107962,112270,18
02.09.2020,11:15:00,112634,115229,107936,108793,69
02.09.2020,11:16:00,113885,114723,107908,113677,85
02.09.2020,11:17:00,112816,115092,107909,110871,41
02.09.2020,11:18:00,109136,115085,107929,113388,95
02.09.2020,11:19:00,111499,115187,107917,110775,54
02.09.2020,11:20:00,113661,115274,108007,113949,31
02.09.2020,11:21:00,113934,115263,108233,110116,95
02.09.2020,11:22:00,113460,114157,108011,112236,7
02.09.2020,11:23:00,111994,115197,108125,109450,26
02.09.2020,11:24:00,108519,115232,108090,108633,10
02.09.2020,11:25:00,110419,115268,107984,108974,22
02.09.2020,11:26:00,115125,115201,108232,113788,31
02.09.2020,11:27:00,115279,115279,108027,108156,28
02.09.2020,11:28:00,112571,115240,108013,110640,75
02.09.2020,11:29:00,110584,115269,107967,113731,47
02.09.2020,11:30:00,111935,115239,107938,115000,88
02.09.2020,11:31:00,109295,115294,107926,109186,73
02.09.2020,11:32:00,112543,115100,108102,114221,31
02.09.2020,11:33:00,111120,115101,107963,110108,10
02.09.2020,11:34:00,111485,115275,108027,113357,65
02.09.2020,11:35:00,111944,114883,107980,109472,63
02.09.2020,11:36:00,108768,115122,107994,114531,65
02.09.2020,11:37:00,113313,115179,108084,113729,80
02.09.2020,11:38:00,111487,114895,108241,113143,43
02.09.2020,11:39:00,113500,115025,108225,113724,75
02.09.2020,11:40:00,113796,115071,107954,114868,18
02.09.2020,11:41:00,114597,114937,107910,113935,83
02.09.2020,11:42:00,111312,115235,107912,113238,31
02.09.2020,11:43:00,109229,115291,108021,113704,77
02.09.2020,11:44:00,115035,115121,108049,115077,9
02.09.2020,11:45:00,113246,114817,107943,109704,52
02.09.2020,11:46:00,114496,115177,107983,112662,15
02.09.2020,11:47:00,110574,115227,108015,113516,65
02.09.2020,11:48:00,110753,114824,107953,110243,81
02.09.2020,11:49:00,110383,115266,107920,114643,1
02.09.2020,11:50:00,111201,115208,108001,109949,49
02.09.2020,11:51:00,113035,115283,107927,114733,44
02.09.2020,11:52:00,113440,115231,108318,114004,53
02.09.2020,11:53:00,107925,115181,107925,108734,53
02.09.2020,11:54:00,113543,115089,107939,111357,72
02.09.2020,11:55:00,113382,115014,108090,110031,81
02.09.2020,11:56:00,108340,115295,108019,113839,9
02.09.2020,11:57:00,108544,115271,108018,110584,10
02.09.2020,11:58:00,113848,115044,108058,112861,92
02.09.2020,11:59:00,113306,115148,108413,114318,96
02.09.2020,12:00:00,114517,115151,108079,110493,60
02.09.2020,12:01:00,109080,115235,108372,110320,46
02.09.2020,12:02:00,108542,115077,107921,114444,70
02.09.2020,12:03:00,111957,115144,108006,112380,82
02.09.2020,12:04:00,113286,115173,108045,108470,36
02.09.2020,12:05:00,109812,115279,107928,111717,25
02.09.2020,12:06:00,114864,115164,107957,112859,69
02.09.2020,12:07:00,110042,115042,107966,110395,70
02.09.2020,12:08:00,111666,115092,107916,110956,70
02.09.2020,12:09:00,110400,115052,108001,115052,38
02.09.2020,12:10:00,110126,115284,107914,108411,93
02.09.2020,12:11:00,109237,114888,108112,108586,54
02.09.2020,12:12:00,112071,115019,108043,111787,24
02.09.2020,12:13:00,112290,115016,108081,109891,79
02.09.2020,12:14:00,113857,115209,108426,110857,16
02.09.2020,12:15:00,114902,115275,108076,112309,58
02.09.2020,12:16:00,109034,115113,108038,113441,74
02.09.2020,12:17:00,108722,115266,107952,112161,45
02.09.2020,12:18:00,110581,115248,107930,113798,90
02.09.2020,12:19:00,114667,115227,107936,108060,18
02.09.2020,12:20:00,114493,115223,108134,108911,74
02.09.2020,12:21:00,108622,115231,107938,111810,56
02.09.2020,12:22:00,109037,115157,108048,110448,52
02.09.2020,12:23:00,114548,115232,108143,112832,67
02.09.2020,12:24:00,111691,115214,108062,112041,57
02.09.2020,12:25:00,111357,115293,108042,108071,38
02.09.2020,12:26:00,114848,115032,107927,111422,80
02.09.2020,12:27:00,112980,115263,107968,114062,14
02.09.2020,12:28:00,111183,115273,108210,108243,71
02.09.2020,12:29:00,109063,115275,107949,108519,55
02.09.2020,12:30:00,114230,115286,107925,109792,85
02.09.2020,12:31:00,111537,115151,108063,112987,53
02.09.2020,12:32:00,113338,115273,108030,111788,28
02.09.2020,12:33:00,108147,115191,108062,111590,78
02.09.2020,12:34:00,108955,115246,107952,111992,81
02.09.2020,12:35:00,110685,115294,107939,113727,68
02.09.2020,12:36:00,111789,115216,107975,115216,33
02.09.2020,12:37:00,114251,115023,108236,114003,46
02.09.2020,12:38:00,109402,115235,108010,111742,10
02.09.2020,12:39:00,113050,115231,107901,110084,12
02.09.2020,12:40:00,113687,115217,107969,113717,35
02.09.2020,12:41:00,115072,115228,108229,114026,71
02.09.2020,12:42:00,108616,114975,108014,112113,21
02.09.2020,12:43:00,110960,115285,107906,107961,33
02.09.2020,12:44:00,108437,115026,107919,110118,77
02.09.2020,12:45:00,109571,115095,107932,109570,69
02.09.2020,12:46:00,109905,114969,107964,108492,41
02.09.2020,12:47:00,112630,115181,107927,109077,38
02.09.2020,12:48:00,112457,115211,107934,114089,56
02.09.2020,12:49:00,109449,115125,108069,110527,24
02.09.2020,12:50:00,112153,115274,108050,111368,70
02.09.2020,12:51:00,111056,115284,107908,109635,55
02.09.2020,12:52:00,114125,115115,107909,113383,92
02.09.2020,12:53:00,113156,115211,108137,108851,96
02.09.2020,12:54:00,111672,115163,107988,112327,97
02.09.2020,12:55:00,113955,115232,108213,110071,86
02.09.2020,12:56:00,111573,115088,107918,109460,49
02.09.2020,12:57:00,112222,115286,108337,110916,38
02.09.2020,12:58:00,109023,114852,108000,114631,2
02.09.2020,12:59:00,114999,115133,108050,113171,10
02.09.2020,13:00:00,111207,115250,107917,107917,28
02.09.2020,13:01:00,115088,115235,107915,110191,80
02.09.2020,13:02:00,110098,115268,107985,110983,42
02.09.2020,13:03:00,114247,115243,107958,114625,51
02.09.2020,13:04:00,110460,115272,108074,115229,61
02.09.2020,13:05:00,112006,114813,107957,114628,6
02.09.2020,13:06:00,109543,115297,107945,110613,84
02.09.2020,13:07:00,110565,115251,107926,108866,66
02.09.2020,13:08:00,114383,115219,107908,111451,38
02.09.2020,13:09:00,113788,115269,108175,111181,6
02.09.2020,13:10:00,110931,115210,108096,112923,98
02.09.2020,13:11:00,115160,115293,107904,115293,49
02.09.2020,13:12:00,114043,115205,108155,108337,62
02.09.2020,13:13:00,113754,115226,108540,111308,64
02.09.2020,13:14:00,108942,115239,107903,113817,12
02.09.2020,13:15:00,110616,114944,108032,109026,35
02.09.2020,13:16:00,113211,115203,108085,113497,13
02.09.2020,13:17:00,107925,114985,107925,114764,3
02.09.2020,13:18:00,113639,114762,107931,113599,77
02.09.2020,13:19:00,113362,115060,107928,114168,24
02.09.2020,13:20:00,113620,114947,107908,113709,3
02.09.2020,13:21:00,108541,115259,107930,112344,17
02.09.2020,13:22:00,115040,115282,108347,114752,11
02.09.2020,13:23:00,113372,115295,107918,109963,95
02.09.2020,13:24:00,114650,114860,107923,108667,93
02.09.2020,13:25:00,112192,115125,108056,111377,94
02.09.2020,13:26:00,109396,115148,108067,109288,52
02.09.2020,13:27:00,113484,114950,108074,110441,12
02.09.2020,13:28:00,111231,115273,107907,112531,64
02.09.2020,13:29:00,110233,115216,108098,109198,43
02.09.2020,13:30:00,111267,115227,107900,109843,43
02.09.2020,13:31:00,110760,115220,107907,111352,20
02.09.2020,13:32:00,112032,115081,108043,110490,58
02.09.2020,13:33:00,114565,115138,107952,111996,69
02.09.2020,13:34:00,109180,115165,108120,114792,41
02.09.2020,13:35:00,115075,115235,107968,113976,31
02.09.2020,13:36:00,114461,114612,108005,113406,4
02.09.2020,13:37:00,114181,115229,107981,115131,80
02.09.2020,13:38:00,114810,115243,107910,112625,9
02.09.2020,13:39:00,108702,115266,107927,112254,39
02.09.2020,13:40:00,113865,115258,107925,114360,97
02.09.2020,13:41:00,115215,115273,108199,113297,6
02.09.2020,13:42:00,110491,115134,108012,109549,41
02.09.2020,13:43:00,111671,115079,107909,115079,37
02.09.2020,13:44:00,109571,115298,107924,112610,23
02.09.2020,13:45:00,110378,114969,107908,108616,77
02.09.2020,13:46:00,112269,115246,108070,115046,3
02.09.2020,13:47:00,110812,115279,107936,114281,46
02.09.2020,13:48:00,110480,115023,107960,109009,70
02.09.2020,13:49:00,109087,115190,108069,113990,86
02.09.2020,13:50:00,114520,114942,108279,113528,58
02.09.2020,13:51:00,110820,115250,108021,111592,17
02.09.2020,13:52:00,113943,115218,108027,113100,57
02.09.2020,13:53:00,110786,115293,108028,111689,91
02.09.2020,13:54:00,110359,115290,108220,112137,75
02.09.2020,13:55:00,112838,114885,108147,112636,87
02.09.2020,13:56:00,110463,115265,108314,108761,9
02.09.2020,13:57:00,114654,114998,108037,110059,53
02.09.2020,13:58:00,109777,115237,108078,112924,75
02.09.2020,13:59:00,112399,115245,108098,108893,40
02.09.2020,14:00:00,108403,115281,107923,110426,88
02.09.2020,14:01:00,114930,115030,107903,113797,92
02.09.2020,14:02:00,113775,115257,108007,108752,84
02.09.2020,14:03:00,109350,115273,108041,108402,85
02.09.2020,14:04:00,110396,114966,108088,110770,86
02.09.2020,14:05:00,109395,115221,107932,113371,76
02.09.2020,14:06:00,109328,115295,107963,114878,75
02.09.2020,14:07:00,110111,115002,108112,111848,72
02.09.2020,14:08:00,108023,115291,108023,110655,62
02.09.2020,14:09:00,113463,115225,108074,108448,18
02.09.2020,14:10:00,110701,115285,108338,111273,41
02.09.2020,14:11:00,113478,115014,108020,112395,46
02.09.2020,14:12:00,110378,115184,107959,114741,27
02.09.2020,14:13:00,107978,115034,107978,111504,93
02.09.2020,14:14:00,115289,115289,108242,112408,42
02.09.2020,14:15:00,109988,115256,107916,110451,7
02.09.2020,14:16:00,110781,115136,108038,109218,9
02.09.2020,14:17:00,111073,115296,108186,110790,93
02.09.2020,14:18:00,112503,115209,108029,112320,36
02.09.2020,14:19:00,108376,115250,107979,108050,6
02.09.2020,14:20:00,107986,115241,107968,115203,22
02.09.2020,14:21:00,114064,115151,108019,108210,63
02.09.2020,14:22:00,113319,115276,108084,109117,39
02.09.2020,14:23:00,108036,114938,107950,109272,62
02.09.2020,14:24:00,109160,115246,107918,109048,80
02.09.2020,14:25:00,110115,115115,107903,109842,84
02.09.2020,14:26:00,114700,115295,108253,112219,28
02.09.2020,14:27:00,111012,115192,107959,110392,95
02.09.2020,14:28:00,113363,115168,107980,109017,56
02.09.2020,14:29:00,113812,115237,108184,113272,32
02.09.2020,14:30:00,115067,115067,107918,113736,75
02.09.2020,14:31:00,109101,115215,107965,115055,51
02.09.2020,14:32:00,110700,115207,108015,108108,49
02.09.2020,14:33:00,114668,115055,108044,112604,74
02.09.2020,14:34:00,111940,115003,107996,114911,16
02.09.2020,14:35:00,115002,115266,107974,109680,63
02.09.2020,14:36:00,108044,115174,108044,108524,73
02.09.2020,14:37:00,114599,114906,108421,113127,63
02.09.2020,14:38:00,114288,115205,108100,114538,60
02.09.2020,14:39:00,108748,115204,108084,114097,89
02.09.2020,14:40:00,114816,115290,108091,114979,66
02.09.2020,14:41:00,111408,115252,108079,110434,89
02.09.2020,14:42:00,113572,115286,107920,111946,55
02.09.2020,14:43:00,113653,115289,107949,111170,8
02.09.2020,14:44:00,111415,115266,107932,113883,93
02.09.2020,14:45:00,110209,115236,107964,110086,96
02.09.2020,14:46:00,111958,115291,108033,108581,39
02.09.2020,14:48:00,114749,115100,107913,109822,98
